cvegeo,cve_ent,cve_mun,cluster_id,n_observaciones,dias_con_firms,dias_con_conafor,dias_con_smn,firms_total,cluster_label,cluster_name,nivel_actividad_firms,nivel_confirmacion_conafor,nivel_cobertura_smn,color_sugerido,orden_visualizacion
14080,14,80,2,433,430,17,0,1906.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14081,14,81,2,11,11,2,0,31.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14082,14,82,2,27,1,0,27,1.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14083,14,83,2,3367,673,191,3195,1966.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14084,14,84,2,4488,754,107,4368,5510.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14085,14,85,2,694,52,9,689,75.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14086,14,86,2,243,42,40,243,335.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14087,14,87,2,209,197,22,0,646.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14088,14,88,2,4501,448,149,4464,1798.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14089,14,89,2,228,66,10,162,125.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14090,14,90,2,600,185,16,412,379.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14091,14,91,2,742,37,0,727,76.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14092,14,92,2,3305,328,7,3251,814.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14093,14,93,2,3347,701,38,3243,2637.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14094,14,94,2,2900,188,59,2862,571.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14096,14,96,2,341,21,2,336,58.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14097,14,97,2,1935,788,180,1223,2879.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14098,14,98,2,1691,429,2,1612,770.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14099,14,99,2,6,0,0,6,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14100,14,100,2,487,36,0,485,88.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14101,14,101,2,2980,458,6,2924,1086.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14102,14,102,2,23,3,0,20,7.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14104,14,104,2,3520,53,36,3498,206.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14105,14,105,2,2556,258,6,2543,645.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14106,14,106,2,47,3,0,44,8.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14107,14,107,2,2309,116,10,2275,449.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14108,14,108,2,4,0,0,4,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14109,14,109,2,5,0,0,5,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14110,14,110,2,3128,221,14,3039,585.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14111,14,111,2,150,137,14,0,368.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14112,14,112,2,578,37,3,557,87.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14113,14,113,2,259,238,47,0,487.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14114,14,114,2,415,411,14,0,928.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14115,14,115,2,1838,74,30,1769,313.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14116,14,116,2,1,1,0,0,1.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14117,14,117,2,178,7,0,178,11.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14118,14,118,2,4234,227,9,4226,591.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14119,14,119,2,3545,511,11,3427,1162.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14120,14,120,2,3025,682,418,2761,1736.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14121,14,121,2,18,18,0,0,39.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14122,14,122,2,455,449,9,0,850.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
14125,14,125,2,187,176,21,0,381.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15001,15,1,2,3122,98,280,3109,218.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15002,15,2,2,2879,339,5,2868,549.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15003,15,3,2,4430,106,58,4430,236.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15004,15,4,2,4694,91,75,4690,336.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15005,15,5,2,2264,139,29,2264,303.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15006,15,6,2,5,4,1,0,4.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15008,15,8,2,2772,357,22,2768,1949.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15009,15,9,2,13,0,0,13,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15010,15,10,2,1,1,0,1,2.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15011,15,11,2,2317,32,0,2313,80.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15013,15,13,2,249,3,1,249,5.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15014,15,14,2,4701,182,138,4701,360.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15016,15,16,2,138,128,12,0,231.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15018,15,18,2,44,2,0,44,2.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15021,15,21,2,3478,138,130,3476,430.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15023,15,23,2,91,88,4,0,129.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15026,15,26,2,144,68,90,0,125.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15029,15,29,2,751,20,1,739,41.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15031,15,31,2,4,0,0,4,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15033,15,33,2,18,0,0,18,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15034,15,34,2,9,5,4,0,6.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15035,15,35,2,3345,97,3,3336,182.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15036,15,36,2,248,8,0,247,15.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15037,15,37,2,142,107,53,0,234.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15038,15,38,2,775,3,7,775,4.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15039,15,39,2,163,30,38,163,99.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15040,15,40,2,261,193,94,0,358.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15041,15,41,2,44,33,14,0,52.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15042,15,42,2,438,26,5,438,58.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15045,15,45,2,3871,171,42,3871,280.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15047,15,47,2,4,0,0,4,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15048,15,48,2,4407,249,85,4390,610.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15051,15,51,2,27,1,1,27,1.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15052,15,52,2,10,0,0,10,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15054,15,54,2,428,6,1,428,10.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15055,15,55,2,1,0,0,1,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15056,15,56,2,203,6,12,202,13.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15057,15,57,2,2091,93,52,2091,150.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15059,15,59,2,1109,39,0,1102,66.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15060,15,60,2,64,1,3,64,1.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15062,15,62,2,1029,27,37,1018,56.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15063,15,63,2,4704,268,360,4704,1298.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15064,15,64,2,11,0,0,11,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15065,15,65,2,440,16,4,439,42.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15067,15,67,2,41,0,0,41,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15070,15,70,2,12,0,0,12,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15071,15,71,2,1785,44,0,1785,113.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15074,15,74,2,5,0,0,5,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15075,15,75,2,88,68,23,0,142.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15076,15,76,2,7,0,0,7,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15079,15,79,2,11,10,2,0,14.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15080,15,80,2,19,0,0,19,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15081,15,81,2,2164,112,2,2158,206.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15082,15,82,2,2533,318,82,2526,1443.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15083,15,83,2,520,10,1,520,29.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15085,15,85,2,1896,102,88,1888,218.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15086,15,86,2,4115,307,291,4115,1487.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15087,15,87,2,2086,96,8,2086,189.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15088,15,88,2,3467,135,161,3433,288.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15090,15,90,2,8,0,0,8,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15091,15,91,2,931,5,0,931,6.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15092,15,92,2,42,42,0,0,82.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15093,15,93,2,1230,28,15,1229,138.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15095,15,95,2,3273,289,47,3272,456.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15096,15,96,2,4490,55,3,4489,90.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15097,15,97,2,5455,85,122,5455,340.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15098,15,98,2,37,29,10,0,58.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15099,15,99,2,3061,174,60,3061,512.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15102,15,102,2,3323,54,50,3318,90.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15103,15,103,2,1581,60,74,1577,183.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15104,15,104,2,8,1,0,8,1.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15105,15,105,2,29,29,3,0,580.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15106,15,106,2,2836,401,32,2823,859.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15107,15,107,2,3542,122,21,3535,266.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15108,15,108,2,66,1,0,66,1.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15109,15,109,2,4,4,0,0,4.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15110,15,110,2,2101,174,445,2101,739.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15111,15,111,2,4581,87,244,4581,176.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15112,15,112,2,3817,69,267,3817,124.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15113,15,113,2,4458,302,135,4458,725.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15117,15,117,2,1307,43,6,1307,113.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15119,15,119,2,47,0,1,47,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15120,15,120,2,1915,294,2,1673,679.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15121,15,121,2,518,64,0,518,88.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
15124,15,124,2,74,17,70,0,31.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16001,16,1,2,3444,64,34,3421,130.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16003,16,3,2,1758,138,0,1758,274.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16004,16,4,2,2379,334,0,2368,975.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16008,16,8,2,4275,1168,8,4113,8924.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16009,16,9,2,2631,320,172,2471,1002.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16010,16,10,2,855,851,14,0,6603.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16011,16,11,2,598,56,0,593,104.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16012,16,12,2,1450,120,1,1438,213.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16014,16,14,2,1329,654,1,738,1882.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16015,16,15,2,1748,732,78,1571,8383.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16016,16,16,2,421,360,113,0,1727.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16017,16,17,2,284,138,2,148,230.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16018,16,18,2,4648,29,0,4648,36.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16019,16,19,2,4,0,0,4,0.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16020,16,20,2,161,161,1,0,457.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16022,16,22,2,739,18,0,739,27.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16023,16,23,2,314,314,0,0,570.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16024,16,24,2,272,43,14,272,370.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16025,16,25,2,1318,411,191,875,2545.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16027,16,27,2,1920,43,1,1900,97.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16028,16,28,2,221,221,1,0,737.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16029,16,29,2,580,580,4,0,2077.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16030,16,30,2,1058,821,5,302,1941.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16032,16,32,2,302,220,124,0,979.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16033,16,33,2,18,8,0,10,13.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16034,16,34,2,25,1,1,25,1.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16035,16,35,2,172,24,1,155,45.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16037,16,37,2,1739,128,2,1685,314.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16038,16,38,2,19,7,0,19,20.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16040,16,40,2,2444,145,4,2444,297.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16041,16,41,2,1279,66,11,1239,136.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16042,16,42,2,3337,411,0,3337,917.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16043,16,43,2,2370,141,3,2336,342.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16044,16,44,2,3357,203,15,3337,458.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16045,16,45,2,202,199,4,0,451.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16047,16,47,2,827,18,3,820,19.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16048,16,48,2,49,34,20,0,59.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16049,16,49,2,383,13,3,372,34.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16050,16,50,2,3221,315,38,3221,786.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16052,16,52,2,4324,2706,0,4224,17309.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16053,16,53,2,1047,157,101,1047,380.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16054,16,54,2,24,23,2,0,88.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16055,16,55,2,160,31,0,155,54.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16056,16,56,2,54,25,35,0,62.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16057,16,57,2,524,524,1,0,2697.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16059,16,59,2,32,31,1,0,42.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16060,16,60,2,1,1,0,0,2.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16061,16,61,2,1,1,0,0,1.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16062,16,62,2,350,348,3,0,827.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16063,16,63,2,2751,276,9,2598,697.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16064,16,64,2,300,28,0,296,53.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16065,16,65,2,367,215,225,0,850.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16066,16,66,2,3092,203,192,3025,732.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16067,16,67,2,3558,381,0,3558,842.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16068,16,68,2,666,345,36,364,818.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16069,16,69,2,2813,334,0,2809,681.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16070,16,70,2,275,241,59,0,1001.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16071,16,71,2,1781,300,6,1678,633.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16072,16,72,2,802,60,0,798,116.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16073,16,73,2,3305,151,78,3274,818.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16074,16,74,2,132,132,1,0,312.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16075,16,75,2,485,448,90,0,1052.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16076,16,76,2,3149,137,1,3148,264.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16078,16,78,2,120,117,3,0,267.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16081,16,81,2,2742,126,1,2730,470.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16082,16,82,2,4027,560,146,3958,1415.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16083,16,83,2,1746,287,101,1515,789.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16084,16,84,2,366,327,85,0,1047.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16085,16,85,2,4539,404,80,4534,1260.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16086,16,86,2,2688,505,0,2272,1134.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16087,16,87,2,227,210,31,0,528.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16088,16,88,2,2585,174,5,2528,377.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16089,16,89,2,191,121,2,191,649.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16090,16,90,2,218,155,90,0,532.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16092,16,92,2,3269,615,4,3267,4950.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16094,16,94,2,21,4,0,21,39.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16095,16,95,2,80,20,0,66,31.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16096,16,96,2,706,705,32,0,10387.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16097,16,97,2,3274,391,9,3274,1391.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16098,16,98,2,174,7,1,174,10.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16099,16,99,2,3173,568,13,3072,3538.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16100,16,100,2,125,69,69,0,204.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16101,16,101,2,3424,429,27,3424,3128.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16102,16,102,2,1046,644,487,185,3362.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16103,16,103,2,359,201,0,158,354.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16104,16,104,2,4074,467,5,4068,1131.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16105,16,105,2,533,317,0,232,723.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16106,16,106,2,1407,200,0,1380,403.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16107,16,107,2,2529,484,147,2448,3268.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16108,16,108,2,4275,815,4,4241,2293.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16109,16,109,2,152,151,1,0,289.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16110,16,110,2,1382,167,22,1380,397.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16111,16,111,2,85,57,42,0,308.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16112,16,112,2,3228,229,125,3224,551.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
16113,16,113,2,572,125,0,561,623.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17003,17,3,2,3574,285,0,3574,481.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17004,17,4,2,4957,713,8,4942,1486.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17005,17,5,2,4024,60,2,4024,90.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17006,17,6,2,4363,316,2,4363,567.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17007,17,7,2,126,6,6,126,19.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17008,17,8,2,880,878,5,0,1144.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17010,17,10,2,109,109,0,0,195.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17011,17,11,2,3286,50,9,3285,70.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17012,17,12,2,4636,547,8,4636,1087.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17013,17,13,2,131,3,0,131,11.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17014,17,14,2,1745,107,1,1740,206.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17015,17,15,2,3423,173,10,3423,513.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17016,17,16,2,313,18,1,308,32.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17017,17,17,2,3517,308,8,3514,767.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17018,17,18,2,3481,205,8,3481,375.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
17020,17,20,2,2661,239,189,2536,736.0,Cluster 2,Baja actividad térmica,Baja,Media,Baja,#2563EB,4
